ID,AU01,AU02,AU04,AU05,AU06,AU07,AU09,AU10,AU12,AU14,AU15,AU17,AU18,AU20,AU23,AU24,AU25,AU26,AU28,AU43
alone_1539705_neutral_Blue(3),0.740316,0.307545,0,0.066447,0.002785,0.359438,0.046502,0.005007,0.068903,0.066859,0.074486,0.338258,0,0.134527,0.195926,0,0.238999,0.279726,0,0
alone_1539705_neutral_TheLover,0.09014,0.049843,0,0.032998,0.038221,0.509489,0.05799,0.028476,0.080173,0.114028,0.076499,0.224292,0,0.090486,0.106186,0,0.117331,0.170618,0,0
alone_1556933_amusement_AFishCalledWanda,0.092713,0.060417,0.707376,0.052843,0.011704,0.383582,0.032477,0.00518,0.097568,0.003979,0.066528,0.228467,0,0.059572,0.099938,0,0.165768,0.221488,0,0
alone_1556933_amusement_Benny&Joon,0.123094,0.078281,0.594569,0.038847,0.005641,0.872464,0.12391,0.089558,0.093487,0.119861,0.072748,0.313039,0,0.116739,0.035719,0,1.015063,0.304114,0,0
alone_1556933_amusement_SomethingAboutMary,0.1912,0.143773,0.424826,0.037144,0,0.150608,0.022785,0.001009,0.000007,0.000604,0.081322,0.213416,0,0.076777,0.112827,0,0.148406,0.159758,0,0
alone_1556933_amusement_SomethingAboutMary(2),0.350838,0.096166,0.002988,0.066661,0.00526,0.094003,0.034035,0.236188,0.012133,0.012509,0.136234,0.237907,0,0.095807,0.099298,0,0.153521,0.332495,0,0
alone_1556933_fear_BlairWitchProject,0.269473,0.117634,1.094059,0.107004,0.444768,0.586233,0.033342,0.009498,0.566534,0.054918,0.061873,0.250122,0,0.042526,0.044832,0,0.256137,0.266255,0.00363,0
alone_1556933_fear_CopyCat,0.125579,0.055879,0.135152,0.049686,0.000411,0.066407,0.054627,0.014578,0.00385,0.001943,0.140487,0.190706,0,0.083777,0.035774,0,0.122045,0.19457,0,0
alone_1556933_fear_Misery,0.083946,0.052096,0.672976,0.058884,0.00497,0.215917,0.017737,0.000678,0.081021,0.007139,0.052402,0.206201,0,0.06381,0.053034,0,0.422239,1.077778,0.000927,0
alone_1556933_fear_TheShining,0.140243,0.193597,0.366013,0.051179,0.086868,0.614995,0.029896,0.070131,0.256171,0.001381,0.144994,0.208196,0,0.058311,0.242505,0,0.243187,0.404027,0.016799,0
alone_1556933_neutral_Blue(1),0.112002,0.107713,0.597014,0.021363,0,0.348472,0.024336,0,0,0,0.070628,0.11045,0,0.034408,0.049111,0,0.085379,0.134265,0,0
alone_1556933_neutral_Blue(2),0.115208,0.071296,0.502104,0.03792,0,0.067384,0.033296,0,0,0,0.084768,0.200576,0,0.08268,0.061688,0,0.113872,0.13908,0,0
alone_1556933_neutral_Blue(3),0.259207,0.257587,0.457769,0.02405,0,0.602215,0.026876,0,0,0.000595,0.04762,0.167256,0,0.03395,0.03124,0,0.09124,0.118083,0,0
alone_1556933_neutral_TheLover,0.238984,0.077797,0.257869,0.039496,0,0.029856,0.020405,0,0,0,0.090054,0.188067,0,0.047536,0.041601,0,0.137527,0.130036,0,0
alone_1651132_amusement_AFishCalledWanda,0.093264,0.067911,0.05023,0.042967,0.015488,0.972908,0.082378,0.001172,0.042263,0.449648,0.077748,0.261095,0,0.057315,0.086011,0,0.483661,0.528731,0.004533,0
alone_1651132_amusement_Benny&Joon,0.209644,0.141251,0.027686,0.06788,0.047339,0.937907,0.095652,0.111524,0.252176,0.701066,0.117698,0.384333,0,0.068427,0.06969,0,0.678439,0.475612,0.001537,0
alone_1651132_amusement_SomethingAboutMary,0.300881,0.088022,0.045114,0.045056,0.071646,0.877546,0.144164,0.096521,0.215162,0.625455,0.193675,0.504107,0,0.112992,0.1587,0,0.670181,0.564448,0,0
alone_1651132_amusement_SomethingAboutMary(2),0.108858,0.051375,0.005623,0.025735,0.061997,1.009373,0.104465,0.071526,0.141567,0.432906,0.223139,0.369239,0,0.080542,0.077234,0,0.381619,0.314182,0,0
alone_1651132_fear_BlairWitchProject,0.356823,0.117731,0.797934,0.053089,0.036661,1.247058,0.177673,0.044058,0.044533,0.089348,0.153466,0.350669,0,0.084401,0.074986,0,0.762223,0.800512,0,0
alone_1651132_fear_CopyCat,0.137304,0.074762,0.404925,0.028876,0.005536,1.214428,0.069924,0.024382,0.022167,0.165308,0.100068,0.318357,0,0.054241,0.057103,0,0.723416,0.995664,0.001901,0
alone_1651132_fear_Misery,0.115149,0.07505,0.002354,0.044144,0.003292,0.839313,0.087571,0.000608,0.028421,0.399447,0.111013,0.22933,0,0.0664,0.065673,0,0.192827,0.307007,0,0
alone_1651132_fear_TheShining,0.102101,0.057311,0.006513,0.040959,0.019007,0.825025,0.077484,0.014666,0.061496,0.410133,0.114934,0.255016,0,0.09719,0.070343,0,0.534053,0.479521,0,0
alone_1651132_neutral_Blue(1),0.168319,0.095161,0.004058,0.090374,0.010577,1.007878,0.100153,0.024737,0.087861,0.409253,0.11163,0.393701,0,0.111104,0.100543,0,0.232564,0.373277,0,0
alone_1651132_neutral_Blue(2),0.058472,0.037686,0,0.034087,0,0.728943,0.023624,0,0,0.151965,0.059913,0.172175,0,0.038646,0.022428,0,0.097948,0.110777,0,0
alone_1651132_neutral_Blue(3),0.063059,0.053184,0.005306,0.038777,0.001086,0.76181,0.044694,0,0.014806,0.132772,0.09603,0.208627,0,0.050724,0.075231,0,0.215581,0.227541,0,0
alone_1651132_neutral_TheLover,0.152262,0.098175,0.00319,0.043978,0.0002,0.72225,0.040267,0.005706,0.001819,0.2255,0.087726,0.263505,0,0.076513,0.039133,0,0.298642,0.296301,0,0
alone_1751891_amusement_AFishCalledWanda,0.19991,0.20195,0.642084,0.045257,0.009256,0.36545,0.075332,1.19762,0.986452,1.425164,1.827602,1.00176,0,0.804967,0.124251,0,1.128615,1.214265,0.017913,0
alone_1751891_amusement_Benny&Joon,0.171514,0.121017,1.270198,0.05545,0.010617,0.006363,0.070299,0.411316,0.916149,1.718297,0.179846,0.310309,0,0.131785,0.136064,0,0.237368,0.316118,0.002204,0
alone_1751891_amusement_SomethingAboutMary,0.202907,0.101753,1.580724,0.074362,0.268111,0.225071,0.057557,0.456577,1.121799,1.376682,0.152812,0.444795,0,0.249869,0.173738,0,0.246743,0.463301,0.010068,0
alone_1751891_amusement_SomethingAboutMary(2),0.12188,0.055544,1.581174,0.050919,0.023455,0.022739,0.044161,0.222422,0.804977,1.32824,0.092189,0.23227,0,0.13553,0.137638,0,0.192566,0.221158,0.004068,0
alone_1751891_fear_BlairWitchProject,0.199776,0.161354,1.598057,0.089669,0.011149,0.043541,0.084528,0.367599,0.615174,1.129629,0.153832,0.337922,0,0.177257,0.103639,0,0.238489,0.417646,0.014225,0
alone_1751891_fear_CopyCat,0.315152,0.117839,1.231801,0.0828,0.006788,0.260186,0.123484,0.03231,0.342778,1.292645,0.173887,0.677674,0,0.23559,0.234712,0,0.258252,0.380999,0.01027,0
alone_1751891_fear_Misery,0.194494,0.08814,1.25467,0.059852,0.001464,0.151835,0.10676,0.084518,0.414709,0.919133,0.153698,0.504209,0,0.12776,0.181243,0,0.211113,0.292571,0.001139,0
alone_1751891_fear_TheShining,0.167524,0.115469,1.432801,0.065987,0.02844,0.010693,0.028324,0.103791,0.475167,0.992541,0.092764,0.285961,0,0.138385,0.170406,0,0.166535,0.201958,0.014097,0
alone_1751891_neutral_Blue(1),0.190872,0.187302,1.192575,0.077207,0.004033,0.098692,0.037861,0.370559,0.840218,1.499864,0.095586,0.34376,0,0.231063,0.187711,0,0.425341,0.300627,0,0
alone_1751891_neutral_Blue(2),0.104305,0.051444,1.265235,0.061284,0.002737,0.00008,0.025075,0.755111,1.018122,0.929433,0.07736,0.195846,0,0.088273,0.105244,0,0.132462,0.160895,0.015058,0
alone_1751891_neutral_Blue(3),0.165775,0.082388,1.10645,0.0511,0,0.29245,0.052712,0.115,0.735775,1.134338,0.097138,0.293388,0,0.222463,0.149188,0,0.277112,0.27875,0.01625,0
alone_1751891_neutral_TheLover,0.250326,0.112944,1.430584,0.052215,0.005554,0.01497,0.042464,0.195416,0.71279,1.37133,0.143948,0.460464,0,0.168292,0.195013,0,0.154163,0.242987,0.012017,0
alone_1885437_amusement_AFishCalledWanda,0.442694,0.085579,0.354186,0.03607,0.005095,0.006173,0.050469,0.372925,0.316749,0.266507,0.091536,0.217335,0,0.132599,0.079828,0,0.173589,0.299509,0.01283,0
alone_1885437_amusement_Benny&Joon,0.161011,0.106887,0.074946,0.041429,0,0.003145,0.032708,0.028878,0.011507,0.007406,0.060734,0.179706,0,0.070121,0.044173,0,0.159569,0.124294,0.002936,0
alone_1885437_amusement_SomethingAboutMary,0.205284,0.070982,1.00881,0.04959,0,0.008703,0.077916,0.401539,0.013874,0.03738,0.10752,0.159919,0,0.068103,0.062764,0,0.330002,1.167809,0.00569,0
alone_1885437_amusement_SomethingAboutMary(2),0.248265,0.100851,0.219913,0.055488,0.051592,0.007173,0.105298,0.885393,0.266193,1.137698,0.244374,0.459919,0,0.065769,0.069657,0,0.359231,0.425561,0,0
alone_1885437_fear_BlairWitchProject,0.371315,0.134671,1.262458,0.076543,0.000211,0.621567,0.12517,0.747788,0.04828,0.09953,0.091972,0.249354,0,0.093019,0.070316,0,0.15869,1.744904,0.000435,0
alone_1885437_fear_CopyCat,0.119398,0.068841,0.979964,0.058409,0.000044,0.120423,0.071115,0.255594,0.014273,0.251912,0.17069,0.367394,0,0.061683,0.055295,0,0.471261,1.275516,0.014574,0
alone_1885437_fear_Misery,0.133701,0.07043,0.25464,0.027279,0.005926,0.031702,0.103875,0.173273,0.021645,0.04953,0.095074,0.238995,0,0.172745,0.078049,0,0.205213,0.564796,0.006799,0
alone_1885437_fear_TheShining,0.144143,0.06702,0.669008,0.027873,0,0.101428,0.044805,0.328365,0.000042,0.141099,0.098515,0.364649,0,0.053696,0.093917,0,0.232648,1.171537,0,0
alone_1885437_neutral_Blue(1),0.271971,0.117007,0.311805,0.042162,0.163515,0.017933,0.136841,0.631164,0.268147,0.385344,0.096437,1.142969,0,0.071283,0.124157,0,0.339501,0.945653,0,0
alone_1885437_neutral_Blue(2),0.123688,0.084214,0.274541,0.032979,0.003669,0.009791,0.027012,0.049473,0.048538,0.023769,0.127775,0.402516,0,0.107575,0.095313,0,0.403052,0.372289,0.010899,0
alone_1885437_neutral_Blue(3),0.486217,0.178979,0.412484,0.063922,0.000504,0.00454,0.042888,0.754968,0.02966,0.675221,0.26488,0.541576,0,0.116343,0.083405,0,0.222724,0.445334,0,0
alone_1885437_neutral_TheLover,0.361378,0.117655,0.565972,0.033688,0,0,0.122075,0.030227,0.044106,0.151238,0.074071,0.448065,0,0.23299,0.105048,0,0.235388,0.42143,0.025283,0
alone_1906851_amusement_AFishCalledWanda,0.170281,0.108505,0.031681,0.084837,0.172215,0.178266,0.03198,0.040032,0.222166,0.485679,0.082039,0.281759,0,0.091643,0.132032,0,0.204946,0.34708,0.005616,0
alone_1906851_amusement_Benny&Joon,0.103428,0.046393,0.003675,0.078849,0.071108,0.083221,0.026106,0.007667,0.023622,0.256896,0.082774,0.21594,0,0.064989,0.097442,0,0.251139,0.221786,0,0
alone_1906851_amusement_SomethingAboutMary,0.104247,0.050925,0.05503,0.083053,0.026757,0.203782,0.034271,0.00829,0.00117,0.406634,0.087306,0.205011,0,0.061402,0.055828,0,0.139394,0.223917,0.006531,0
alone_1906851_amusement_SomethingAboutMary(2),0.085657,0.039982,0.043066,0.066624,0.057354,0.233686,0.023613,0.008704,0.003248,0.267883,0.062099,0.162026,0,0.05792,0.088686,0,0.180821,0.137664,0,0
alone_1906851_fear_TheShining,0.110826,0.051848,0,0.080891,0.0039,0.123238,0.023908,0.001308,0.000368,0.606844,0.103516,0.219166,0,0.081398,0.076762,0,0.180507,0.319689,0.016353,0
alone_1906851_fear_BlairWitchProject,0.095102,0.036937,0.049974,0.090303,0.001506,0.003694,0.033871,0.006371,0.006867,0.928799,0.16075,0.211906,0,0.072721,0.027912,0,0.153783,0.237041,0,0
alone_1906851_fear_CopyCat,0.183771,0.072842,0.022671,0.0971,0.016739,0.077439,0.083368,0.020755,0.040389,0.656257,0.151618,0.556171,0,0.331852,0.032426,0,0.732045,0.544319,0,0
alone_1906851_fear_Misery,0.215269,0.100253,0.079481,0.092974,0.01583,0.059566,0.068014,0.41462,0.090523,0.617144,0.523761,0.989305,0,0.22981,0.275003,0,0.511491,0.72646,0.000872,0
alone_1906851_neutral_Blue(1),0.145296,0.051672,0.0165,0.094171,0.000386,0.007712,0.046634,0.000378,0.014423,0.575725,0.18381,0.728404,0,0.065148,0.10451,0,0.469699,0.707748,0,0
alone_1906851_neutral_TheLover,0.253014,0.110473,0.040416,0.157308,0.026365,0.302124,0.077604,0.05606,0.114442,0.298283,0.723862,0.80634,0,0.108254,0.159856,0,0.445591,0.808077,0.036641,0
alone_1906851_neutral_Blue(2),0.052815,0.032635,0.003615,0.071565,0.000054,0.007734,0.021682,0,0.00661,0.832725,0.074721,0.176052,0,0.072716,0.05134,0,0.102113,0.237545,0.014388,0
alone_1906851_neutral_Blue(3),0.091602,0.038708,0.002028,0.125943,0,0.04668,0.033243,0,0.010775,0.784522,0.086964,0.335879,0,0.114432,0.060736,0,0.127235,0.473656,0.018088,0
alone_1983565_amusement_SomethingAboutMary,0.421613,0.093312,0.520644,0.080871,0.251617,0.039192,0.065008,1.633151,1.93812,2.650094,0.102017,0.43792,0,0.119914,0.21425,0,0.383705,0.333948,0,0
alone_1983565_amusement_SomethingAboutMary(2),0.182179,0.065178,0.424618,0.049843,0.699696,0.00345,0.068989,1.554141,2.362362,2.365373,0.180838,0.38169,0,0.111885,0.149693,0,0.519834,0.530538,0,0
alone_1983565_amusement_AFishCalledWanda,0.213058,0.198544,0.047853,0.052086,0.388978,0.003197,0.181285,1.450564,1.484553,1.936392,0.134585,0.413315,0,0.141978,0.094515,0,0.51611,0.496516,0,0
alone_1983565_amusement_Benny&Joon,0.17245,0.051744,0.445455,0.083014,0.36227,0.013833,0.100445,1.195803,1.888233,2.062611,0.157282,0.243752,0,0.200593,0.127469,0,0.465226,0.514417,0.010961,0
alone_1983565_fear_BlairWitchProject,0.116097,0.065071,0.185226,0.039441,0.113738,0.005202,0.053688,0.704677,1.25994,1.827407,0.14895,1.622346,0,0.113522,0.173423,0,0.476562,0.268087,0.005774,0
alone_1983565_fear_Misery,0.118026,0.053406,0.060856,0.063253,0.419344,0.052884,0.098015,1.898969,1.81275,1.638595,0.137583,0.375886,0,0.218814,0.098794,0,0.507007,0.604904,0.003554,0
alone_1983565_fear_CopyCat,0.229579,0.100948,0.958831,0.053884,0.990835,0.325924,0.074224,1.671588,2.655261,3.246495,0.220926,0.588339,0,0.105654,0.137581,0,0.485089,0.398304,0,0
alone_1983565_fear_TheShining,0.15603,0.292722,0.807308,0.087905,0.584842,0.060685,0.061108,1.543397,2.172453,3.56261,0.067908,0.958949,0,0.160929,0.270785,0,0.318971,0.231387,0,0
alone_1983565_neutral_Blue(1),0.280778,0.104667,1.165222,0.070222,0.107667,0.003,0.095889,0.956111,0.933667,1.6055,0.182611,1.190833,0,0.148889,0.168611,0,0.567889,0.397056,0.05,0
alone_1983565_neutral_Blue(2),0.048661,0.043609,0,0.037452,0,0,0.040617,1.604548,0.697678,0.498,0.095191,0.13773,0,0.052165,0.033096,0,0.175809,0.144096,0,0
alone_1983565_neutral_Blue(3),0.040355,0.038443,0,0.031011,0,0,0.042199,1.516257,0.732336,0.460956,0.083852,0.207186,0,0.040833,0.033415,0,0.326858,0.241735,0,0
alone_1983565_neutral_TheLover,0.097092,0.056722,0.519984,0.029551,0.055753,0,0.041812,1.612072,1.519251,2.207163,0.13721,0.512199,0,0.070331,0.067888,0,0.379433,0.286288,0,0
alone_2016297_amusement_AFishCalledWanda,0.088394,0.071856,0.029464,0.044009,0,0.009084,0.028154,0.001379,0.00652,0.012543,0.053706,0.217057,0,0.042703,0.035559,0,0.119788,0.135611,0,0
alone_2016297_amusement_Benny&Joon,0.094126,0.057307,0.00041,0.041008,0,0.025852,0.036553,0,0.000254,0.003034,0.046569,0.207671,0,0.056393,0.036572,0,0.16582,0.109324,0,0
alone_2016297_amusement_SomethingAboutMary,0.093022,0.073355,0.118083,0.048451,0.010267,0.127575,0.067874,0.022142,0.058752,0.08436,0.250793,0.292322,0,0.078987,0.071015,0,0.192573,0.213786,0,0
alone_2016297_amusement_SomethingAboutMary(2),0.087334,0.06205,0.027257,0.024512,0.000327,0.000616,0.034592,0.009101,0.017903,0.020879,0.077854,0.201525,0,0.053539,0.048181,0,0.125631,0.09028,0,0
alone_2016297_fear_BlairWitchProject,0.076851,0.018885,0.443966,0.040239,0.00621,0.067491,0.042634,0.010258,0.013308,0.043841,0.07277,0.209787,0,0.105861,0.098308,0,0.563646,0.352082,0.025386,0
alone_2016297_fear_CopyCat,1.167353,0.214229,0.357629,0.048645,0.283954,0.189984,0.095005,0.073412,0.488033,0.04875,0.312804,0.4105,0,0.104835,0.34818,0,0.532653,1.046117,0,0
alone_2016297_fear_Misery,0.061432,0.046616,0.014155,0.029385,0.007277,0.022268,0.049809,0.012883,0.014943,0.015951,0.077608,0.138601,0,0.041844,0.042673,0,0.191594,0.167369,0.000385,0
alone_2016297_fear_TheShining,0.374821,0.103236,0.267396,0.056173,0.019589,0.225107,0.286024,0.181891,0.21823,0.292883,0.294622,0.438762,0,0.035496,0.014848,0,0.220617,0.195811,0.002682,0
alone_2016297_neutral_Blue(1),0.156757,0.068007,0.03933,0.038297,0,0.034004,0.053949,0.00308,0.014674,0.034348,0.134076,0.320417,0,0.090127,0.080054,0,0.260797,0.155978,0,0
alone_2016297_neutral_Blue(2),0.08448,0.038809,0.00005,0.052623,0,0.026037,0.02204,0,0,0.084996,0.04851,0.264063,0,0.249883,0.108127,0,0.118626,0.297818,0.037469,0
alone_2016297_neutral_Blue(3),0.089959,0.054455,0.025283,0.035641,0,0.064041,0.031476,0,0,0.056566,0.110703,0.362786,0,0.0804,0.09051,0,0.262552,0.301145,0,0
alone_2016297_neutral_TheLover,0.0728,0.040525,0.005767,0.055075,0.0001,0.023925,0.0231,0.000325,0.001225,0.006833,0.058108,0.153725,0,0.0973,0.053475,0,0.161708,0.127408,0,0
alone_2020766_amusement_AFishCalledWanda,0.240081,0.086638,1.612076,0.098304,0.176846,0.224472,0.052082,0.233287,0.600024,1.117381,0.108716,0.362429,0,0.108353,0.175397,0,0.52686,0.421843,0,0
alone_2020766_amusement_Benny&Joon,0.225151,0.07092,1.273172,0.109271,0.462751,0.667456,0.036954,0.248618,1.136143,1.63793,0.093405,0.290006,0,0.092425,0.148125,0,0.657648,0.227324,0,0
alone_2020766_amusement_SomethingAboutMary,0.144055,0.108971,1.385466,0.119446,0.305621,0.30946,0.045586,0.305734,0.866585,1.738024,0.110922,0.337349,0,0.179664,0.076858,0,0.653373,0.225957,0,0
alone_2020766_amusement_SomethingAboutMary(2),0.174881,0.107506,0.944066,0.108135,0.128093,0.335579,0.036477,0.227561,1.014839,1.898539,0.169166,0.261003,0,0.110119,0.073938,0,0.250757,0.219584,0,0
alone_2020766_fear_BlairWitchProject,0.116367,0.063618,2.055569,0.095087,0.003136,0.200978,0.038232,0.000326,0.056933,0.634546,0.242694,0.18213,0,0.13755,0.070937,0,0.295558,0.226117,0,0
alone_2020766_fear_CopyCat,0.166806,0.091544,1.712249,0.097923,0.003833,0.343765,0.058115,0.007221,0.159587,0.546486,0.083011,0.295743,0,0.099525,0.07388,0,0.353893,0.190038,0,0
alone_2020766_fear_Misery,0.121254,0.081831,1.328397,0.153273,0,0.254922,0.036207,0.000011,0.158349,0.483219,0.08897,0.340825,0,0.085203,0.115549,0,0.484806,0.368445,0,0
alone_2020766_fear_TheShining,0.126248,0.066445,1.440402,0.071641,0.0003,0.123372,0.054105,0.00092,0.108777,0.247851,0.205626,0.519163,0,0.135747,0.086821,0,0.690432,0.328929,0,0
alone_2020766_neutral_Blue(1),0.156628,0.088362,1.457225,0.099383,0,0.102987,0.027264,0.000058,0.090732,0.937611,0.09422,0.213198,0,0.070732,0.036089,0,0.157958,0.218921,0,0
alone_2020766_neutral_Blue(2),0.101224,0.059039,1.868432,0.045032,0.000054,0.293536,0.038858,0.034198,0.454669,1.29864,0.114207,0.160698,0,0.053536,0.028604,0,0.163445,0.178785,0,0
alone_2020766_neutral_Blue(3),0.086822,0.072918,1.606693,0.089429,0.000117,0.048054,0.044799,0.008573,0.173852,0.774527,0.107056,0.283126,0,0.065863,0.043009,0,0.181466,0.274371,0,0
alone_2020766_neutral_TheLover,0.122771,0.097048,1.45179,0.087866,0,0.037496,0.021265,0.000052,0.06278,0.657324,0.069251,0.181695,0,0.071936,0.025456,0,0.169432,0.148003,0,0
alone_2022954_amusement_AFishCalledWanda,0.15345,0.055381,0.005051,0.046951,0.000452,1.063217,0.05185,0,0.00078,0,0.102292,0.279058,0,0.05475,0.044959,0,0.19842,0.197603,0,0
alone_2022954_amusement_Benny&Joon,0.052706,0.030541,0.000427,0.022767,0,0.864555,0.02103,0,0,0,0.111565,0.122291,0,0.031645,0.026327,0,0.097699,0.097118,0,0
alone_2022954_amusement_SomethingAboutMary,0.085239,0.063788,0.008491,0.033664,0.014081,0.498013,0.079224,0.003417,0.003874,0.016355,0.064456,0.180606,0,0.114354,0.032308,0,0.1185,0.171023,0,0
alone_2022954_amusement_SomethingAboutMary(2),0.052065,0.038859,0.001076,0.032092,0.000607,0.687162,0.075865,0,0,0.000507,0.074819,0.205794,0,0.087467,0.028867,0,0.228733,0.389123,0,0
alone_2022954_fear_BlairWitchProject,0.081012,0.045023,0.038319,0.034461,0.007269,0.702415,0.06445,0.002358,0.00166,0.023635,0.090407,0.236761,0,0.061131,0.097655,0,0.254264,0.121683,0,0
alone_2022954_fear_CopyCat,0.076245,0.0438,0.009048,0.029725,0.002648,0.838483,0.046699,0,0.003589,0.006696,0.078371,0.174907,0,0.041613,0.055573,0,0.102443,0.12108,0,0
alone_2022954_fear_Misery,0.071286,0.050761,0.002622,0.036599,0.008554,0.960685,0.054479,0.002395,0.013385,0.008454,0.104021,0.182225,0,0.040692,0.049016,0,0.147722,0.158984,0,0
alone_2022954_fear_TheShining,0.051547,0.036466,0.004128,0.024274,0.00198,0.805885,0.077549,0.000032,0.000639,0.006368,0.05658,0.155805,0,0.068311,0.043972,0,0.105857,0.16361,0,0
alone_2022954_neutral_Blue(1),0.055385,0.034249,0,0.016685,0,0.827473,0.03967,0,0,0,0.044505,0.153755,0,0.040238,0.020421,0,0.129615,0.139158,0,0
alone_2022954_neutral_Blue(2),0.07422,0.02977,0.007668,0.029319,0,0.788259,0.060279,0,0,0,0.08069,0.141494,0,0.061749,0.034023,0,0.102209,0.191133,0,0
alone_2022954_neutral_Blue(3),0.102132,0.067623,0.117635,0.030662,0.042157,0.879167,0.119032,0,0.003493,0.023051,0.055674,0.147978,0,0.086593,0.029167,0,0.154706,0.137941,0,0
alone_2022954_neutral_TheLover,0.055861,0.034467,0.000254,0.019492,0,1.126418,0.022533,0,0,0,0.056049,0.134303,0,0.02641,0.02932,0,0.097189,0.093484,0,0
alone_2041105_amusement_AFishCalledWanda,0.126548,0.094221,0.017473,0.042711,0.099986,0.172296,0.042993,0.30702,0.341765,1.212867,0.119364,0.229779,0,0.076136,0.057932,0,0.21052,0.188269,0,0
alone_2041105_amusement_Benny&Joon,0.112779,0.060225,0.096018,0.055927,0.02332,0.019306,0.044304,0.073101,0.104767,1.36322,0.080272,0.20608,0,0.05427,0.045195,0,0.188756,0.166208,0,0
alone_2041105_amusement_SomethingAboutMary,0.122337,0.065841,0.112285,0.041526,0.139757,0.060811,0.047399,0.347541,0.325809,1.456952,0.092931,0.434901,0,0.107908,0.07418,0,0.214196,0.265582,0,0
alone_2041105_amusement_SomethingAboutMary(2),0.115771,0.087191,0.088011,0.039676,0.037229,0.050109,0.051196,0.176101,0.106439,1.350177,0.128193,0.158719,0,0.063703,0.036733,0,0.15564,0.170041,0,0
alone_2041105_fear_BlairWitchProject,0.109703,0.081995,0.289301,0.052305,0.015322,0.068451,0.084952,0.064557,0.037058,1.197505,0.070667,0.241083,0,0.057768,0.056364,0,0.170305,0.248411,0,0
alone_2041105_fear_CopyCat,0.156939,0.081928,0.068374,0.06565,0.005855,0.058681,0.032334,0.014823,0.002287,0.635224,0.110769,0.251858,0,0.066753,0.070437,0,0.187389,0.180454,0,0
alone_2041105_fear_Misery,0.143483,0.08042,0.326031,0.049883,0.035962,0.056842,0.089814,0.088558,0.069093,1.242371,0.088976,0.259755,0,0.057948,0.06688,0,0.248266,0.205969,0,0
alone_2041105_fear_TheShining,0.131552,0.070338,0.102402,0.043518,0.001157,0.031648,0.047044,0.013612,0.005421,0.972525,0.102433,0.236715,0,0.067595,0.0618,0,0.169789,0.227461,0,0
alone_2041105_neutral_Blue(1),0.103194,0.082635,0.044014,0.085794,0.000105,0.024904,0.019162,0,0,0.538255,0.060803,0.318325,0,0.041099,0.044782,0,0.13438,0.145567,0,0
alone_2041105_neutral_Blue(2),0.12862,0.066841,0.080841,0.047306,0.004212,0.053249,0.030343,0,0.001135,0.666792,0.091853,0.212424,0,0.062033,0.040645,0,0.205037,0.174596,0,0
alone_2041105_neutral_Blue(3),0.088268,0.054238,0.072402,0.03246,0.000208,0.027044,0.026917,0,0,0.792171,0.061663,0.220335,0,0.043222,0.041109,0,0.127564,0.146155,0,0
